stock,option type,strike price,expiration date,days to expiration,current price,dividend,annualized volatility,open interest,last option price,10 branch binomial equation,150 branch binomial equation,option valuation,Days Til ER,StrikeBLow,ExAfterEarnings,premium plus,mean diff,actual spread
TWLO,PUT,180.0,2022-03-18,19,167.17999,0,0.5750439947967149,1248,17.77,16.537818,16.597113,0.933996,na,N,na,0.0987,0.06767217220033758,-3.1429
TWLO,PUT,125.0,2022-04-14,46,167.17999,0,0.5750439947967149,5157,2.83,0.90761,0.94748,0.334799,na,Y,na,0.0226,0.6722455830388693,-12.782
TWNK,CALL,22.5,2022-03-18,19,21.71,0,0.21469836811090526,1565,0.45,0.159818,0.162554,0.361231,na,N,na,0.02,0.6418088888888889,-57.1429
TWO,CALL,5.0,2022-03-18,19,5.08,0.1221,0.2854116200763279,4501,0.18,0.184462,0.183194,1.024791,na,N,na,0.036,0.021266666666666656,-33.3333
TWTR,CALL,33.0,2022-03-18,19,35.29,0,0.44698560581654706,1106,3.1,2.868808,2.890756,0.932502,59,N,N,0.0939,0.07103806451612904,-3.2787
TWTR,CALL,34.0,2022-03-18,19,35.29,0,0.44698560581654706,3195,2.43,2.238693,2.208671,0.921273,59,N,N,0.0715,0.08490452674897128,-3.3473
TWTR,CALL,35.0,2022-03-18,19,35.29,0,0.44698560581654706,4799,1.82,1.626349,1.633069,0.897291,59,N,N,0.052,0.10455549450549449,-2.2222
TWTR,CALL,36.0,2022-03-18,19,35.29,0,0.44698560581654706,29437,1.33,1.188187,1.164696,0.893373,59,N,N,0.0369,0.11545751879699251,-5.4264
TWTR,CALL,37.0,2022-03-18,19,35.29,0,0.44698560581654706,10883,0.92,0.821169,0.802806,0.892575,59,N,N,0.0249,0.11740489130434784,-2.1978
TWTR,CALL,38.0,2022-03-18,19,35.29,0,0.44698560581654706,4156,0.64,0.526451,0.536284,0.837943,59,N,N,0.0168,0.16973828125000004,-4.8387
TWTR,CALL,39.0,2022-03-18,19,35.29,0,0.44698560581654706,10766,0.43,0.36093,0.34214,0.839372,59,N,N,0.011,0.18247674418604654,-7.3171
TWTR,CALL,40.0,2022-03-18,19,35.29,0,0.44698560581654706,7493,0.28,0.195409,0.214888,0.767457,59,N,N,0.007,0.2673267857142858,-3.7037
TWTR,CALL,41.0,2022-03-18,19,35.29,0,0.44698560581654706,1163,0.19,0.126461,0.12758,0.671474,59,N,N,0.0046,0.331471052631579,-11.1111
TWTR,CALL,42.0,2022-03-18,19,35.29,0,0.44698560581654706,4287,0.12,0.074425,0.075387,0.628228,59,N,N,0.0029,0.3757833333333333,-18.1818
TWTR,CALL,30.0,2022-04-14,46,35.29,0,0.44698560581654706,1112,6.1,5.892735,5.87347,0.966022,59,Y,N,0.2033,0.03555696721311468,-1.6529
TWTR,CALL,35.0,2022-04-14,46,35.29,0,0.44698560581654706,7744,2.55,2.468522,2.493536,0.977857,59,N,N,0.0729,0.02704745098039203,-2.7778
TWTR,CALL,37.0,2022-04-14,46,35.29,0,0.44698560581654706,2646,1.67,1.676382,1.624099,1.003822,59,N,N,0.0451,0.015653592814371283,-4.2945
TWTR,CALL,38.0,2022-04-14,46,35.29,0,0.44698560581654706,2596,1.28,1.315727,1.287652,1.027912,59,N,N,0.0337,0.016944921875000022,-8.1301
TWTR,CALL,39.0,2022-04-14,46,35.29,0,0.44698560581654706,1406,0.99,0.955072,1.009578,1.019776,59,N,N,0.0254,0.027528282828282857,-10.6383
TWTR,CALL,40.0,2022-04-14,46,35.29,0,0.44698560581654706,23326,0.77,0.79033,0.783208,1.026403,59,N,N,0.0192,0.02177792207792205,-6.7568
TWTR,CALL,41.0,2022-04-14,46,35.29,0,0.44698560581654706,1031,0.57,0.62867,0.601473,1.10293,59,N,N,0.0139,0.07907280701754393,-15.0943
TWTR,CALL,42.0,2022-04-14,46,35.29,0,0.44698560581654706,1094,0.43,0.46701,0.45739,1.08607,59,N,N,0.0102,0.07488372093023257,-9.7561
TWTR,CALL,43.0,2022-04-14,46,35.29,0,0.44698560581654706,1012,0.32,0.30535,0.34443,1.076344,59,N,N,0.0074,0.061062500000000006,-17.2414
TWTR,CALL,44.0,2022-04-14,46,35.29,0,0.44698560581654706,1595,0.25,0.23994,0.256758,1.027031,59,N,N,0.0057,0.033636,-17.3913
TWTR,CALL,45.0,2022-04-14,46,35.29,0,0.44698560581654706,4420,0.19,0.189456,0.189348,0.997136,59,N,N,0.0042,0.0031473684210526383,-17.6471
TWTR,CALL,47.0,2022-04-14,46,35.29,0,0.44698560581654706,1106,0.11,0.088488,0.099256,0.902331,59,N,N,0.0023,0.14661818181818184,-20.0
TWTR,PUT,27.0,2022-03-18,19,35.29,0,0.44698560581654706,3675,0.13,0.001505,0.003708,0.028525,59,Y,N,0.0048,0.9799499999999999,-16.6667
TWTR,PUT,28.0,2022-03-18,19,35.29,0,0.44698560581654706,1131,0.18,0.010151,0.01156,0.064222,59,Y,N,0.0064,0.9396916666666666,-18.75
TWTR,PUT,29.0,2022-03-18,19,35.29,0,0.44698560581654706,3201,0.24,0.021515,0.031148,0.129783,59,Y,N,0.0083,0.8902854166666666,-8.6957
TWTR,PUT,30.0,2022-03-18,19,35.29,0,0.44698560581654706,9107,0.32,0.075098,0.073344,0.23468,59,Y,N,0.0107,0.768059375,-6.4516
TWTR,PUT,31.0,2022-03-18,19,35.29,0,0.44698560581654706,1673,0.44,0.132575,0.153915,0.349807,59,Y,N,0.0142,0.6744431818181817,-4.6512
TWTR,PUT,32.0,2022-03-18,19,35.29,0,0.44698560581654706,2005,0.61,0.308353,0.292091,0.505497,59,N,N,0.0191,0.5078327868852459,-5.0847
TWTR,PUT,33.0,2022-03-18,19,35.29,0,0.44698560581654706,2059,0.84,0.486261,0.50827,0.605084,59,N,N,0.0255,0.40801726190476184,-3.6585
TWTR,PUT,34.0,2022-03-18,19,35.29,0,0.44698560581654706,7249,1.14,0.856263,0.824719,0.751108,59,N,N,0.0335,0.2627271929824561,-1.7699
TWTR,PUT,35.0,2022-03-18,19,35.29,0,0.44698560581654706,8139,1.54,1.241631,1.248553,0.810749,59,N,N,0.044,0.19149870129870133,-1.9737
TWTR,PUT,36.0,2022-03-18,19,35.29,0,0.44698560581654706,27896,2.04,1.808199,1.780834,0.886372,59,N,N,0.0567,0.12033504901960788,-3.5
TWTR,PUT,37.0,2022-03-18,19,35.29,0,0.44698560581654706,10346,2.64,2.439537,2.420617,0.924067,59,N,N,0.0714,0.07951628787878791,-2.6923
TWTR,PUT,38.0,2022-03-18,19,35.29,0,0.44698560581654706,1400,3.35,3.15579,3.157474,0.94253,59,N,N,0.0882,0.057721791044776115,-3.0303
TWTR,PUT,40.0,2022-03-18,19,35.29,0,0.44698560581654706,5492,5.0,4.83454,4.848612,0.969722,59,N,N,0.125,0.03168480000000003,-2.0202
TWTR,PUT,45.0,2022-03-18,19,35.29,0,0.44698560581654706,8574,9.7,9.71,9.71,1.001031,59,N,N,0.2156,0.0010309278350517075,-2.0833
TWTR,PUT,50.0,2022-03-18,19,35.29,0,0.44698560581654706,11493,14.73,14.71,14.71,0.998642,59,N,N,0.2946,0.0013577732518669093,-1.7123
TWTR,PUT,55.0,2022-03-18,19,35.29,0,0.44698560581654706,5588,19.75,19.71,19.71,0.997975,59,N,N,0.3591,0.0020253164556961593,-1.0178
TWTR,PUT,57.5,2022-03-18,19,35.29,0,0.44698560581654706,2843,22.2,22.21,22.21,1.00045,59,N,N,0.3861,0.0004504504504505209,-1.3605
TWTR,PUT,60.0,2022-03-18,19,35.29,0,0.44698560581654706,3764,24.78,24.71,24.71,0.997175,59,N,N,0.413,0.002824858757062158,-1.833
TWTR,PUT,30.0,2022-03-25,26,35.29,0,0.44698560581654706,4244,0.43,0.132617,0.144342,0.335678,59,Y,N,0.0143,0.6779546511627906,-12.5
TWTR,PUT,26.0,2022-04-14,46,35.29,0,0.44698560581654706,4413,0.29,0.030292,0.043915,0.151432,59,Y,N,0.0112,0.8720568965517241,-11.1111
TWTR,PUT,30.0,2022-04-14,46,35.29,0,0.44698560581654706,2823,0.75,0.398436,0.378287,0.531248,59,Y,N,0.025,0.48218466666666665,-6.9444
TWTR,PUT,33.0,2022-04-14,46,35.29,0,0.44698560581654706,1987,1.48,1.171732,1.133246,0.79171,59,N,N,0.0448,0.22129121621621622,-4.1379
TWTR,PUT,34.0,2022-04-14,46,35.29,0,0.44698560581654706,1162,1.84,1.560513,1.519539,0.848105,59,N,N,0.0541,0.163029347826087,-6.7416
TWTR,PUT,35.0,2022-04-14,46,35.29,0,0.44698560581654706,8594,2.26,1.953198,1.977723,0.875099,59,N,N,0.0646,0.13032721238938047,-3.6036
TWTR,PUT,36.0,2022-04-14,46,35.29,0,0.44698560581654706,1260,2.75,2.530262,2.507918,0.920095,59,N,N,0.0764,0.08396727272727271,-4.8507
TWTR,PUT,37.0,2022-04-14,46,35.29,0,0.44698560581654706,1277,3.33,3.164612,3.108031,0.950334,59,N,N,0.09,0.058161711711711736,-4.6154
TWTR,PUT,38.0,2022-04-14,46,35.29,0,0.44698560581654706,3810,3.95,3.801619,3.773957,0.962435,59,N,N,0.1039,0.04106632911392411,-2.5641
TX,PUT,34.0,2022-03-18,19,39.43,0.0634,0.45964655711408453,1866,0.28,0.120385,0.129199,0.461427,57,N,N,0.0082,0.5543142857142858,-75.0
TXN,CALL,165.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1975,9.02,8.009352,8.013317,0.888394,57,N,N,0.0547,0.11182544345897998,-3.9548
TXN,CALL,172.5,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1364,4.35,3.710302,3.645696,0.852943,57,N,N,0.0252,0.15448298850574704,-4.7059
TXN,CALL,175.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1693,3.3,2.735524,2.66291,0.828947,57,N,N,0.0189,0.18205545454545452,-6.25
TXN,CALL,180.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,2448,1.65,1.331736,1.293184,0.807112,57,N,N,0.0092,0.20456969696969696,-15.0327
TXN,CALL,185.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,2250,0.69,0.495585,0.552271,0.800392,57,N,N,0.0037,0.24068405797101447,-30.0
TXN,CALL,190.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1287,0.31,0.202414,0.212304,0.684853,57,N,N,0.0016,0.3311,-34.6154
TXN,CALL,195.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1908,0.13,0.060367,0.071457,0.549666,57,N,N,0.0007,0.4929846153846154,-112.5
TXN,CALL,165.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,2030,11.3,10.618765,10.464424,0.939714,57,N,N,0.0685,0.06711553097345142,-3.6036
TXN,CALL,175.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,2262,5.63,5.363444,5.216852,0.952654,57,N,N,0.0322,0.06036447602131432,-6.422
TXN,CALL,185.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,3007,2.19,2.25379,2.194842,1.029128,57,N,N,0.0118,0.015669406392694072,-13.6585
TXN,CALL,190.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,1022,1.29,1.326323,1.325564,1.028157,57,N,N,0.0068,0.02786317829457357,-14.1667
TXN,PUT,145.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,3257,0.57,0.004007,0.00976,0.017123,57,Y,N,0.0039,0.9879236842105265,-16.9811
TXN,PUT,150.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1660,0.83,0.044249,0.054317,0.065443,57,Y,N,0.0055,0.9406228915662651,-14.2857
TXN,PUT,155.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,10613,1.27,0.225924,0.221899,0.177893,57,Y,N,0.0082,0.8236917322834645,-10.8333
TXN,PUT,160.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,3138,1.98,0.728646,0.6929,0.368003,57,Y,N,0.0124,0.6410237373737374,-10.6383
TXN,PUT,165.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,2644,3.13,1.738988,1.732976,0.555587,57,N,N,0.019,0.44537316293929713,-8.3333
TXN,PUT,170.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,2295,4.9,3.556588,3.598079,0.734302,57,N,N,0.0288,0.26993193877551025,-8.5106
TXN,PUT,175.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,1454,7.35,6.480437,6.405572,0.881692,57,N,N,0.042,0.12340074829931966,-4.1667
TXN,PUT,180.0,2022-03-18,19,170.82001,0.0241,0.2701850104885927,2265,10.73,10.134665,10.080725,0.944517,57,N,N,0.0596,0.057996738117427844,-4.2857
TXN,PUT,140.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,1588,1.15,0.065524,0.084234,0.073247,57,Y,N,0.0082,0.9348878260869566,-12.963
TXN,PUT,145.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,1416,1.56,0.232707,0.226201,0.149171,57,Y,N,0.0108,0.8529141025641025,-10.8108
TXN,PUT,165.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,1702,5.3,3.710399,3.551616,0.700075,57,N,N,0.0321,0.31490424528301886,-7.8431
TXN,PUT,170.0,2022-04-14,46,170.82001,0.0241,0.2701850104885927,1090,7.2,5.530261,5.628258,0.781702,57,N,N,0.0424,0.22510284722222224,-4.2553
TXRH,CALL,90.0,2022-03-18,19,93.31,0.0174,0.32151428398605647,2507,4.8,4.859258,4.828438,1.012345,59,N,N,0.0533,0.009135000000000023,-8.6957
TXRH,CALL,95.0,2022-03-18,19,93.31,0.0174,0.32151428398605647,2981,2.03,2.159874,2.103722,1.063977,59,N,N,0.0214,0.05014679802955668,-13.1579
TXRH,CALL,100.0,2022-03-18,19,93.31,0.0174,0.32151428398605647,1246,0.6,0.736305,0.702974,1.227174,59,N,N,0.006,0.19939916666666668,-40.0
TXRH,PUT,80.0,2022-03-18,19,93.31,0.0174,0.32151428398605647,1101,0.35,0.02976,0.036668,0.104765,59,N,N,0.0044,0.9051028571428572,-150.0
TXRH,PUT,85.0,2022-03-18,19,93.31,0.0174,0.32151428398605647,1106,0.85,0.254242,0.291901,0.343412,59,N,N,0.01,0.6787394117647059,-26.6667
TXT,CALL,60.0,2022-03-18,19,71.48,0.0011999999,0.27956708215934956,1036,11.35,11.653008,11.654705,1.026846,59,N,N,0.1892,0.026771497797356845,-31.6327
TXT,CALL,65.0,2022-03-18,19,71.48,0.0011999999,0.27956708215934956,1034,7.1,6.782536,6.78246,0.955287,59,N,N,0.1092,0.04471859154929567,-25.3968
TXT,CALL,75.0,2022-03-18,19,71.48,0.0011999999,0.27956708215934956,1932,0.9,0.653625,0.657974,0.731082,59,N,N,0.012,0.27133388888888893,-25.0
TXT,CALL,80.0,2022-03-18,19,71.48,0.0011999999,0.27956708215934956,3674,0.25,0.078037,0.083125,0.332499,59,N,N,0.0031,0.677676,-300.0
U,CALL,120.0,2022-03-18,19,104.04,0,0.5966953080903946,1174,1.67,1.248759,1.202634,0.74776,na,N,na,0.0139,0.26605,-10.7595
U,CALL,125.0,2022-03-18,19,104.04,0,0.5966953080903946,1100,1.02,0.606254,0.664318,0.651292,na,N,na,0.0082,0.37717058823529415,-17.0213
U,CALL,130.0,2022-03-18,19,104.04,0,0.5966953080903946,1620,0.67,0.358714,0.348801,0.535394,na,N,na,0.0052,0.4720037313432836,-4.6154
U,CALL,150.0,2022-03-18,19,104.04,0,0.5966953080903946,1028,0.18,0.008398,0.019564,0.108689,na,N,na,0.0012,0.9223277777777779,-150.0
U,CALL,145.0,2022-04-01,33,104.04,0,0.5966953080903946,1259,0.36,0.234388,0.294254,0.817372,na,N,na,0.0025,0.26577499999999993,-138.0952
U,PUT,70.0,2022-03-18,19,104.04,0,0.5966953080903946,1289,0.34,0.002659,0.005364,0.015778,na,Y,na,0.0049,0.9882014705882353,-104.5455
UA,CALL,15.0,2022-03-18,19,15.57,0,0.39796380581178675,9858,1.02,0.922692,0.913087,0.9046,na,N,na,0.068,0.10010833333333338,-15.7895
UA,CALL,12.5,2022-04-14,46,15.57,0,0.39796380581178675,1103,3.35,3.202322,3.201617,0.955917,na,Y,na,0.268,0.044188208955223865,-9.375
UA,CALL,17.5,2022-04-14,46,15.57,0,0.39796380581178675,11807,0.38,0.295944,0.289001,0.778801,na,N,na,0.0217,0.2303355263157895,-14.2857
UA,PUT,15.0,2022-04-14,46,15.57,0,0.39796380581178675,1121,0.75,0.586527,0.568698,0.782036,na,N,na,0.05,0.22984999999999997,-14.2857
UA,PUT,17.5,2022-04-14,46,15.57,0,0.39796380581178675,1515,2.3,2.13867,2.127968,0.929856,na,N,na,0.1314,0.07246999999999994,-9.0909
UAA,CALL,17.5,2022-03-18,19,17.76,0,0.42630107875712864,1240,0.96,0.856181,0.848486,0.891855,64,N,N,0.0549,0.11215260416666667,-7.6087
UAA,CALL,20.0,2022-03-18,19,17.76,0,0.42630107875712864,1211,0.16,0.096114,0.104624,0.653899,64,N,N,0.008,0.37269375,-6.6667
UAA,CALL,17.5,2022-04-14,46,17.76,0,0.42630107875712864,1010,1.32,1.261517,1.262643,0.956548,64,N,N,0.0754,0.04387878787878794,-7.0866
UAA,CALL,20.0,2022-04-14,46,17.76,0,0.42630107875712864,1867,0.43,0.381942,0.379348,0.888237,64,N,N,0.0215,0.11477906976744182,-9.7561
UAA,CALL,22.5,2022-04-14,46,17.76,0,0.42630107875712864,3277,0.13,0.085409,0.084811,0.656993,64,N,N,0.0058,0.34530769230769237,-27.2727
UAA,PUT,17.5,2022-03-18,19,17.76,0,0.42630107875712864,1499,0.69,0.548652,0.541035,0.795147,64,N,N,0.0394,0.21037173913043467,-9.0909
UAA,PUT,20.0,2022-03-18,19,17.76,0,0.42630107875712864,1067,2.43,2.300334,2.306527,0.949188,64,N,N,0.1215,0.05208621399176964,-5.9322
UAA,PUT,22.5,2022-03-18,19,17.76,0,0.42630107875712864,2550,4.72,4.74,4.74,1.004237,64,N,N,0.2098,0.004237288135593318,-7.6923
UAA,PUT,15.0,2022-04-14,46,17.76,0,0.42630107875712864,1106,0.32,0.153507,0.149676,0.479709,64,Y,N,0.0213,0.5262765625,-10.0
UAA,PUT,17.5,2022-04-14,46,17.76,0,0.42630107875712864,5059,1.04,0.887689,0.889243,0.855042,64,N,N,0.0594,0.14570576923076928,-5.9406
UAA,PUT,20.0,2022-04-14,46,17.76,0,0.42630107875712864,4386,2.67,2.521601,2.512767,0.94442,64,N,N,0.1335,0.05723445692883889,-5.7915
UAL,CALL,40.0,2022-03-18,19,45.85,0,0.4369078942919518,4137,6.48,6.109579,6.121489,0.944674,50,N,N,0.162,0.056244753086419776,-27.193
UAL,CALL,42.0,2022-03-18,19,45.85,0,0.4369078942919518,1500,4.78,4.418893,4.402815,0.924455,50,N,N,0.1138,0.0772271966527197,-24.7059
UAL,CALL,43.0,2022-03-18,19,45.85,0,0.4369078942919518,1203,3.98,3.598653,3.632302,0.912639,50,N,N,0.0926,0.09158856783919594,-12.0
UAL,CALL,44.0,2022-03-18,19,45.85,0,0.4369078942919518,1992,3.35,2.975533,2.944922,0.888219,50,N,N,0.0761,0.11635000000000002,-12.6984
UAL,CALL,45.0,2022-03-18,19,45.85,0,0.4369078942919518,10651,2.87,2.362487,2.334502,0.823166,50,N,N,0.0638,0.1817092334494774,-8.7273
UAL,CALL,46.0,2022-03-18,19,45.85,0,0.4369078942919518,10419,2.15,1.786242,1.814582,0.843992,50,N,N,0.0467,0.16259906976744182,-21.134
UAL,CALL,47.0,2022-03-18,19,45.85,0,0.4369078942919518,3222,1.71,1.418532,1.382167,0.829551,50,N,N,0.0364,0.1810821637426901,-25.0
UAL,CALL,48.0,2022-03-18,19,45.85,0,0.4369078942919518,2436,1.37,1.050821,1.026808,0.767023,50,N,N,0.0285,0.24174124087591248,-22.7642
UAL,CALL,49.0,2022-03-18,19,45.85,0,0.4369078942919518,8375,1.0,0.716665,0.745973,0.745973,50,N,N,0.0204,0.268681,-48.1481
UAL,CALL,50.0,2022-03-18,19,45.85,0,0.4369078942919518,25369,0.9,0.550689,0.533728,0.611876,50,N,N,0.018,0.39754611111111116,-10.5882
UAL,CALL,52.0,2022-03-18,19,45.85,0,0.4369078942919518,1122,0.54,0.218736,0.254093,0.470543,50,N,N,0.0104,0.5621953703703704,-20.4082
UAL,CALL,52.5,2022-03-18,19,45.85,0,0.4369078942919518,8279,0.45,0.191312,0.208439,0.463197,50,N,N,0.0086,0.5558322222222223,-28.2051
UAL,CALL,53.0,2022-03-18,19,45.85,0,0.4369078942919518,1030,0.43,0.165198,0.168909,0.392811,50,N,N,0.0081,0.611503488372093,-29.7297
UAL,CALL,55.0,2022-03-18,19,45.85,0,0.4369078942919518,29398,0.25,0.060739,0.071198,0.284794,50,N,N,0.0045,0.7361260000000001,-57.8947
UAL,CALL,57.5,2022-03-18,19,45.85,0,0.4369078942919518,14617,0.13,0.018717,0.02153,0.165614,50,N,N,0.0023,0.8452038461538462,-157.1429
UAL,CALL,44.0,2022-04-14,46,45.85,0,0.4369078942919518,1022,4.35,4.037003,3.980238,0.928047,50,N,N,0.0989,0.07847804597701138,-9.6386
UAL,CALL,45.0,2022-04-14,46,45.85,0,0.4369078942919518,2761,3.88,3.431017,3.419367,0.884283,50,N,N,0.0862,0.1172185567010309,-3.9474
UAL,CALL,46.0,2022-04-14,46,45.85,0,0.4369078942919518,1016,3.38,2.861671,2.913222,0.8619,50,N,N,0.0735,0.14572588757396446,-4.5455
UAL,CALL,50.0,2022-04-14,46,45.85,0,0.4369078942919518,3411,1.7,1.414778,1.433523,0.843249,50,N,N,0.034,0.1622644117647058,-20.7792
UAL,CALL,52.5,2022-04-14,46,45.85,0,0.4369078942919518,1161,1.19,0.894107,0.866901,0.751351,50,N,N,0.0227,0.2600806722689075,-9.7345
UAL,CALL,55.0,2022-04-14,46,45.85,0,0.4369078942919518,5867,0.7,0.488214,0.501405,0.716293,50,N,N,0.0127,0.2931292857142857,-35.5932
UAL,CALL,60.0,2022-04-14,46,45.85,0,0.4369078942919518,2013,0.33,0.146353,0.151605,0.45941,50,N,N,0.0055,0.5485484848484848,-12.9032
UAL,PUT,45.0,2022-03-11,12,45.85,0,0.4369078942919518,5881,1.67,1.049212,1.021602,0.628271,50,N,N,0.0371,0.37999580838323355,-34.2657
UAL,PUT,46.0,2022-03-11,12,45.85,0,0.4369078942919518,5854,2.26,1.475286,1.490072,0.659324,50,N,N,0.0491,0.3439473451327433,-32.4742
UAL,PUT,35.0,2022-03-18,19,45.85,0,0.4369078942919518,3414,0.22,0.00161,0.003651,0.016595,50,Y,N,0.0063,0.9880431818181817,-158.3333
UAL,PUT,36.0,2022-03-18,19,45.85,0,0.4369078942919518,2599,0.27,0.006469,0.00908,0.03363,50,Y,N,0.0075,0.9712055555555555,-45.4545
UAL,PUT,37.0,2022-03-18,19,45.85,0,0.4369078942919518,1674,0.36,0.01778,0.020858,0.05794,50,Y,N,0.0097,0.9463361111111112,-36.6667
UAL,PUT,38.0,2022-03-18,19,45.85,0,0.4369078942919518,1818,0.37,0.031666,0.044452,0.120141,50,Y,N,0.0097,0.897137837837838,-104.1667
UAL,PUT,39.0,2022-03-18,19,45.85,0,0.4369078942919518,1338,0.57,0.088585,0.085654,0.155412,50,N,N,0.0146,0.8471587719298245,-44.6809
UAL,PUT,40.0,2022-03-18,19,45.85,0,0.4369078942919518,4026,0.7,0.145503,0.157579,0.225113,50,N,N,0.0175,0.7835128571428572,-33.3333
UAL,PUT,41.0,2022-03-18,19,45.85,0,0.4369078942919518,4748,0.81,0.273534,0.267887,0.337696,50,N,N,0.0198,0.6657895061728396,-13.1579
UAL,PUT,42.0,2022-03-18,19,45.85,0,0.4369078942919518,7378,1.02,0.450474,0.434192,0.441641,50,N,N,0.0243,0.5663401960784313,-11.4583
UAL,PUT,43.0,2022-03-18,19,45.85,0,0.4369078942919518,3670,1.39,0.629029,0.661976,0.476241,50,N,N,0.0323,0.5356097122302158,-27.8689
UAL,PUT,44.0,2022-03-18,19,45.85,0,0.4369078942919518,4731,1.64,1.005903,0.973033,0.613355,50,N,N,0.0373,0.3966658536585365,-10.9677
UAL,PUT,45.0,2022-03-18,19,45.85,0,0.4369078942919518,5803,2.09,1.390139,1.361807,0.665138,50,N,N,0.0464,0.34163971291866024,-12.7551
UAL,PUT,46.0,2022-03-18,19,45.85,0,0.4369078942919518,3593,2.55,1.821229,1.842087,0.722387,50,N,N,0.0554,0.28170274509803916,-12.5
UAL,PUT,47.0,2022-03-18,19,45.85,0,0.4369078942919518,2017,2.75,2.451019,2.410397,0.89128,50,N,N,0.0585,0.11610618181818179,-29.1667
UAL,PUT,48.0,2022-03-18,19,45.85,0,0.4369078942919518,1195,3.72,3.081898,3.057142,0.828467,50,N,N,0.0775,0.17486021505376353,-9.8592
UAL,PUT,50.0,2022-03-18,19,45.85,0,0.4369078942919518,6127,5.07,4.595277,4.572314,0.906366,50,N,N,0.1014,0.09589832347140037,-33.3333
UAL,PUT,52.5,2022-03-18,19,45.85,0,0.4369078942919518,5068,7.15,6.760556,6.76635,0.946343,50,N,N,0.1362,0.05406251748251751,-25.1969
UAL,PUT,36.0,2022-04-14,46,45.85,0,0.4369078942919518,1519,0.69,0.147509,0.145207,0.213781,50,Y,N,0.0192,0.7878869565217391,-7.5758
UAL,PUT,43.0,2022-04-14,46,45.85,0,0.4369078942919518,2224,2.14,1.510725,1.45972,0.705946,50,N,N,0.0498,0.3059707943925234,-14.0
UBER,CALL,35.0,2022-03-11,12,34.98,0,0.4711105265502069,13562,1.57,1.185768,1.211337,0.771552,na,N,na,0.0449,0.2365907643312102,-5.2288
UBER,CALL,37.0,2022-03-11,12,34.98,0,0.4711105265502069,14660,0.78,0.465689,0.48632,0.623487,na,N,na,0.0211,0.3897378205128205,-5.2632
UBER,CALL,39.5,2022-03-11,12,34.98,0,0.4711105265502069,1567,0.27,0.110742,0.115871,0.429151,na,N,na,0.0068,0.5803462962962963,-7.6923
UBER,CALL,40.0,2022-03-11,12,34.98,0,0.4711105265502069,25504,0.21,0.084622,0.083644,0.402964,na,N,na,0.0052,0.5993666666666667,-10.0
UBER,CALL,41.0,2022-03-11,12,34.98,0,0.4711105265502069,1706,0.14,0.032384,0.041765,0.298325,na,N,na,0.0034,0.7351821428571429,-7.6923
UBER,CALL,30.0,2022-03-18,19,34.98,0,0.4711105265502069,1902,5.45,5.174029,5.178275,0.950142,na,N,na,0.1817,0.0502473394495413,-1.8519
UBER,CALL,32.0,2022-03-18,19,34.98,0,0.4711105265502069,10635,3.85,3.472256,3.461346,0.901885,na,N,na,0.1203,0.09953220779220787,-2.6316
UBER,CALL,32.5,2022-03-18,19,34.98,0,0.4711105265502069,1749,3.45,3.062928,3.080297,0.89284,na,N,na,0.1062,0.10967753623188414,-2.9412
UBER,CALL,35.0,2022-03-18,19,34.98,0,0.4711105265502069,36526,1.94,1.503415,1.536038,0.791772,na,N,na,0.0554,0.21663582474226803,-2.0833
UBER,CALL,35.5,2022-03-18,19,34.98,0,0.4711105265502069,1442,1.71,1.320712,1.308342,0.772346,na,N,na,0.0482,0.2312707602339181,-2.9762
UBER,CALL,36.0,2022-03-18,19,34.98,0,0.4711105265502069,1672,1.48,1.13801,1.106161,0.768925,na,N,na,0.0411,0.24183412162162163,-2.0548
UBER,CALL,37.0,2022-03-18,19,34.98,0,0.4711105265502069,5594,1.12,0.772604,0.768707,0.689825,na,N,na,0.0303,0.3119147321428572,-3.6364
UBER,CALL,37.5,2022-03-18,19,34.98,0,0.4711105265502069,44166,0.96,0.601829,0.63172,0.658042,na,N,na,0.0256,0.35752656250000003,-1.0526
UBER,CALL,38.0,2022-03-18,19,34.98,0,0.4711105265502069,1256,0.83,0.519597,0.519247,0.626021,na,N,na,0.0218,0.3741903614457831,-3.7037
